,name,pincode,cuisine,dietaryRestrictions,dishes,features,latitude,longitude,mealType,numberOfReviews,rankingDenominator,rankingPosition,rating,rawRanking,cuisine_category
3353,Odia Dine,560017,        ,   ,                       ,                            ,12.95851,77.65468,     ,2,6520.0,5258.0,3.5,3.00911665,Generic
3354,UpSouth,560078,        ,   ,                       ,                            ,12.9064,77.57438,     ,5,5993.0,3378.0,3.5,3.020713329,Generic
3355,Sri Sai Tiffin Centre,560053,Fast Food        ,   ,                       ,                            ,12.96797,77.57472,     ,1,5993.0,4381.0,4.0,3.011048794,Fast Food
3356,Kanti Sweets,,        ,   ,                       ,                            ,12.92091,77.66485,     ,6,5993.0,2465.0,3.5,3.035376787,Generic
3357,Baskin-Robbins,560020,Cafe        ,   ,Ice Cream                       ,                            ,12.98835,77.57713,     ,2,5993.0,2694.0,4.5,3.030644178,Cafe
3358,Foodies Junction,560027,        ,   ,                       ,                            ,12.94623,77.59575,     ,2,5993.0,4095.0,3.5,3.012744427,Generic
3359,Bhagini Park,,Chinese        ,   ,                       ,                            ,12.95707,77.73703,     ,2,5993.0,2793.0,4.5,3.028589487,Chinese
3360,Nisarga,560079,        ,   ,                       ,                            ,12.98464,77.5371,Lunch Dinner    ,3,5993.0,2656.0,4.0,3.031399012,Generic
3361,Juice Up,,Fast Food        ,   ,                       ,                            ,12.92384,77.67577,     ,2,5993.0,2912.0,4.5,3.026202679,Fast Food
3362,Lincoln Gastro Co,560054,Cafe        ,   ,                       ,                            ,13.03022,77.55962,     ,3,5993.0,3520.0,3.5,3.019126415,Cafe
3363,Adda Snacks Corner,,Fast Food        ,   ,                       ,                            ,12.93787,77.56669,     ,3,5993.0,2692.0,4.0,3.03067255,Fast Food
3364,TummyKhush,560058,Indian Cafe       ,   ,                       ,                            ,13.01563,77.52472,     ,2,5993.0,3115.0,4.0,3.023892641,Indian
3365,Little India Restaurant,560041,Indian        ,   ,                       ,                            ,12.94604,77.64909,Lunch Dinner    ,2,5993.0,4007.0,3.5,3.013462543,Indian
3366,Domino's Pizza,560017,Fast Food        ,   ,                       ,                            ,12.95291,77.65835,     ,3,5993.0,3569.0,3.5,3.018702269,Fast Food
3367,The 4th Meal,560098,        ,   ,                       ,                            ,12.9298,77.51096,     ,2,5993.0,2800.0,4.5,3.02843976,Generic
3368,Raj's Cafe,560097,        ,   ,                       ,                            ,13.06771,77.57309,     ,1,5993.0,3002.0,5.0,3.025182009,Generic
3369,Shetty Lunch Home,560032,Indian        ,   ,                       ,                            ,13.02945,77.6077,     ,2,5993.0,3163.0,4.5,3.023355007,Indian
3370,Aquarium,560005,Seafood        ,   ,                       ,                            ,13.00079,77.61353,     ,1,5993.0,5284.0,3.0,3.0,Seafood
3371,Cafe Daily Bread,560037,        ,   ,                       ,                            ,12.91666,77.60643,     ,2,5993.0,2788.0,4.5,3.028794289,Generic
3372,Cafe Thulp,560084,Cafe        ,   ,                       ,                            ,13.01012,77.62744,     ,2,5993.0,3064.0,4.5,3.02455759,Cafe
3373,MALLATHAHALLI CAFE,560056,        ,Vegetarian Friendly   ,                       ,                            ,12.93945,77.47529,     ,2,5993.0,2803.0,4.5,3.028394222,Generic
3374,Dalchini,560103,Indian        ,   ,                       ,                            ,12.931458,77.685905,     ,1,5993.0,4105.0,4.0,3.012671471,Indian
3375,Roy Hotel & Restaurant,560054,        ,   ,                       ,                            ,13.0328,77.56953,     ,3,5993.0,2502.0,4.5,3.03430748,Generic
3376,Food Trip,560095,Southwestern Asian       ,   ,                       ,                            ,12.94495,77.54145,     ,1,5993.0,5165.0,4.0,3.006777287,Asian
3377,Koyla,560025,Chinese        ,   ,                       ,                            ,12.96674,77.60675,Lunch Dinner    ,1,5993.0,5180.0,4.0,3.006369352,Chinese
3378,Club 99,560095,        ,   ,                       ,                            ,12.93513,77.61405,     ,1,5993.0,5284.0,3.0,3.0,Generic
3379,Lemon Rice,560042,        ,   ,                       ,                            ,12.98412,77.61417,     ,3,5993.0,2871.0,4.0,3.026836872,Generic
3380,Chung Wah,560032,        ,   ,                       ,                            ,13.04172,77.61183,     ,1,5993.0,5284.0,3.0,3.0,Generic
3381,Spicy Hub,560102,        ,   ,                       ,                            ,12.91518,77.63591,Lunch Dinner    ,3,5993.0,2758.0,4.5,3.029381514,Generic
3382,Sizzling Szechvan,560043,Chinese Thai       ,   ,                       ,                            ,12.97988,77.72366,     ,2,5993.0,4972.0,3.5,3.008347511,Chinese
3383,Samrat Bar And Restaurant,560032,        ,   ,                       ,                            ,13.03881,77.60119,Lunch Dinner    ,1,5993.0,4923.0,4.0,3.008517027,Generic
3384,Akshara,560037,Indian Seafood Asian Grill Soups    ,   ,                       ,                            ,12.98134,77.69372,Breakfast Lunch Dinner   ,1,5993.0,4301.0,4.0,3.011436462,Indian
3385,Cold Stone Creamery,560066,American        ,   ,                       ,                            ,12.956675,77.731895,     ,1,5993.0,2667.0,5.0,3.031222343,American
3386,The Nesara,,Chinese        ,   ,                       ,                            ,13.05183,77.50789,     ,3,5993.0,2563.0,4.5,3.033145189,Chinese
3387,Thalassery Mess,560037,        ,   ,                       ,                            ,13.0588,77.56509,     ,4,5993.0,2274.0,4.5,3.040169477,Generic
3388,Barleyz - Bbq Garden,560034,        ,   ,                       ,Reservations                            ,12.93653,77.62752,     ,7,5993.0,2454.0,4.0,3.035690308,Generic
3389,A2B - Adyar Ananda Bhavan,,        ,   ,                       ,                            ,12.98841,77.61888,     ,7,5993.0,1484.0,4.0,3.068487167,Generic
3390,The Taj Hotel Restaurant,560002,        ,   ,                       ,                            ,12.96342,77.58154,     ,2,5993.0,2027.0,5.0,3.046379566,Generic
3391,Smoor Koramangala,560095,Chinese Belgian Cafe European Asian Contemporary   ,   ,                       ,                            ,12.934976,77.613014,Breakfast Lunch Dinner   ,2,5993.0,3833.0,3.5,3.015628576,Chinese
3392,Fairways,562109,Chinese        ,   ,                       ,                            ,12.797026,77.41377,     ,1,5993.0,5904.0,1.0,2.84238863,Chinese
3393,Magic Bowl,560100,Chinese Indian       ,   ,                       ,                            ,12.84946,77.65779,Lunch Dinner    ,5,5993.0,2906.0,3.5,3.026331425,Indian
3394,Yelahanka Country Club,,        ,   ,                       ,                            ,13.06502,77.54414,     ,5,5993.0,5948.0,2.0,2.767682791,Generic
3395,Subway,560008,Fast Food        ,   ,                       ,                            ,12.98166,77.62791,     ,6,5993.0,2189.0,4.0,3.042202711,Fast Food
3396,Sudha Chaat,,Indian        ,   ,                       ,                            ,12.96043,77.60214,     ,2,5993.0,2894.0,4.0,3.02658534,Indian
3397,Bon Sante,,        ,   ,                       ,                            ,12.97336,77.60626,Lunch Dinner    ,2,5993.0,3312.0,4.5,3.021488905,Generic
3398,Kamat Hotel Restaurant,560053,        ,   ,                       ,                            ,12.97411,77.57444,     ,4,5993.0,2533.0,4.0,3.033611059,Generic
3399,Southbound Pub,,        ,   ,                       ,                            ,12.91986,77.64926,Lunch Dinner    ,3,5993.0,2226.0,4.5,3.041321516,Generic
3400,Raj Darbar,,Chinese        ,   ,                       ,                            ,13.09528,77.59453,     ,1,5993.0,4406.0,4.0,3.010963202,Chinese
3401,Biryani Bowl,560078,        ,   ,                       ,                            ,12.9064,77.57438,     ,4,5993.0,3820.0,3.5,3.015816927,Generic
3402,Au Bon Pain,,        ,   ,                       ,                            ,12.93393,77.58398,     ,5,5993.0,2330.0,4.0,3.038552523,Generic
3403,Taaza Mithal,560078,Cafe        ,   ,                       ,                            ,12.91473,77.58581,     ,2,5993.0,2991.0,4.0,3.025383234,Cafe
3404,Al Zam Zam Bakery,560051,        ,   ,                       ,                            ,12.98668,77.60193,     ,1,5993.0,4695.0,4.0,3.009569645,Generic
3405,Thanco's Natural Ice Cream,,        ,   ,                       ,                            ,13.013156,77.64999,     ,2,5993.0,2511.0,4.5,3.034143209,Generic
3406,Papa John's Pizza,560037,Italian Pizza Fast Food      ,   ,                       ,                            ,12.967017,77.72576,Lunch Dinner    ,1,5993.0,5284.0,3.0,3.0,Italian
3407,Thamboola,560070,Indian        ,   ,                       ,                            ,12.90332,77.53673,     ,1,5993.0,3352.0,5.0,3.02108407,Indian
3408,Straight Up,560077,Bar Pub       ,   ,                       ,Reservations Buffet Seating Serves Alcohol Accepts Credit Cards                        ,13.05822,77.67198,Lunch Dinner Brunch Drinks  ,4,5993.0,5962.0,2.0,2.714421749,Pub
3409,Purani Delhi,560003,        ,   ,                       ,                            ,12.99387,77.5715,     ,2,5993.0,2445.0,4.5,3.035889149,Generic
3410,Kaati Zone,560001,Fast Food        ,   ,                       ,                            ,12.97613,77.60127,     ,3,5993.0,4242.0,3.5,3.011838198,Fast Food
3411,Sunny's Indiranagar,560038,        ,   ,                       ,                            ,12.9453,77.59795,Lunch Dinner    ,3,5993.0,5284.0,3.0,3.0,Generic
3412,Biryani Paradise,560058,        ,   ,                       ,                            ,13.01374,77.51005,     ,1,5993.0,4997.0,4.0,3.008208513,Generic
3413,Sarvar Food Choice,560029,        ,   ,                       ,                            ,13.04204,77.59709,     ,1,5993.0,4495.0,4.0,3.010575533,Generic
3414,Cafe Noir,,Cafe Deli Diner      ,   ,                       ,Seating Valet Parking Accepts American Express Digital Payments Accepts Credit Cards                        ,12.970511,77.645676,Breakfast Lunch Dinner Brunch Drinks ,1,5993.0,5284.0,3.0,3.0,Cafe
3415,Chai Point,560029,Cafe        ,   ,                       ,                            ,12.92011,77.60403,     ,6,5993.0,2709.0,3.5,3.030287266,Cafe
3416,Shyamji's Chole Bhature,560076,Indian        ,   ,                       ,Delivery Seating Street Parking Highchairs Available Digital Payments Accepts Credit Cards                       ,12.960652,77.604836,Brunch Late Night    ,2,5993.0,5892.0,2.5,2.856707096,Indian
3417,Park 'n' Eat,560002,        ,   ,                       ,                            ,12.96372,77.57754,Lunch Dinner    ,1,5993.0,5284.0,3.0,3.0,Generic
3418,Swagruha Andhra Style Restaurant,560018,        ,   ,                       ,                            ,12.93943,77.6952,     ,3,5993.0,2931.0,4.0,3.025960207,Generic
3419,Navaneetha Prime Food,560003,Steakhouse        ,   ,                       ,                            ,13.00719,77.5709,     ,1,5993.0,5284.0,3.0,3.0,Steakhouse
3420,US Pizza,560078,        ,   ,                       ,                            ,12.90669,77.57439,     ,2,5993.0,2265.0,5.0,3.040364265,Generic
3421,Iris Cafe,560102,Italian American Irish Fast Food     ,   ,                       ,                            ,12.911802,77.64279,Lunch Dinner    ,0,5936.01077752117,2890.0163587374905,3.9422372227579556,3.094143276698807,Italian
3422,Chefmaster,560069,Chinese        ,   ,                       ,                            ,12.91998,77.59702,     ,2,5993.0,3451.0,4.0,3.020035028,Chinese
3423,Pizza Hut,560043,Pizza        ,   ,                       ,                            ,13.00923,77.6459,     ,2,5993.0,2868.0,4.5,3.026921749,Pizza
3424,Marks Grandeur,,        ,   ,                       ,Reservations                            ,13.02639,77.49008,     ,8,5993.0,5955.0,2.5,2.739080667,Generic
3425,Food Zone,560037,Chinese        ,   ,                       ,                            ,12.94927,77.70248,     ,3,5993.0,2547.0,4.0,3.033457756,Chinese
3426,Biriyani Zone,560067,Indian        ,   ,                       ,                            ,13.010919,77.75988,     ,7,5993.0,3271.0,3.5,3.022036076,Indian
3427,Simply Native,560071,Indian        ,   ,                       ,                            ,12.965018,77.63839,Breakfast Lunch Dinner   ,1,5993.0,2357.0,5.0,3.037823915,Indian
3428,Khana Khazana Thali Restaurant,560064,Indian        ,   ,                       ,                            ,13.092202,77.59399,     ,2,5993.0,3162.0,4.0,3.023355484,Indian
3429,Papa John's pizza,560040,Italian Indian       ,   ,                       ,                            ,12.975616,77.53848,     ,2,5993.0,2687.0,4.5,3.030818462,Indian
3430,Cremona,560065,Italian Pizza       ,   ,                       ,                            ,13.09876,77.58269,     ,1,5993.0,3230.0,5.0,3.022506475,Italian
3431,Kaafi Desi,560037,Indian        ,   ,                       ,Delivery Takeout Seating Digital Payments                         ,12.95556,77.71477,Breakfast Lunch Dinner Brunch  ,2,5993.0,3261.0,4.0,3.022117853,Indian
3432,Domino's Pizza,,Pizza        ,   ,                       ,                            ,12.9821,77.51101,     ,2,5993.0,2689.0,4.5,3.030785084,Pizza
3434,Karavali Lunch Home,560072,Indian        ,   ,                       ,                            ,13.00436,77.70834,     ,1,5993.0,3687.0,5.0,3.017407656,Indian
